original_text	translation_ko
USSR player may no longer make Coup or Realignment rolls in any US Controlled countries in Europe.<br><br>US controlled countries in Europe may<br>not be attacked by play of the<br><i>"Brush War"</i> event.<br><br><i>Play after "Marshall Plan" or<br>"Warsaw Pact".</i>	소련 플레이어는 더 이상 유럽의 미국 지배 국가에서 쿠데타 또는 재편성 굴림을 할 수 없습니다.<br><br>유럽의 미국 지배 국가는<br><i>"국지전"</i> 이벤트 플레이로<br>공격받을 수 없습니다.<br><br><i>"마셜 플랜" 또는<br>"바르샤바 조약" 이후에 플레이합니다.</i>
Play at the same time you play a card with a US-affiliated Event for its Operations.<br>Ignore the event text and place the card in the discard pile.<br>Reduce DEFCON by 1 if this card is played for Operations or its Event.	미국 연관 이벤트가 있는 카드를 작전으로 플레이할 때 동시에 이 카드를 플레이합니다.<br>이벤트 텍스트를 무시하고 해당 카드를 버린 더미에 놓습니다.<br>이 카드가 작전 또는 이벤트로 플레이되면 데프콘을 1 낮춥니다.
Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\n	Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\n
Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\n	Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\n
Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\nEvent: VE Day\n\n	Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\nEvent: VE Day\n\n
Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\nEvent: VE Day\n\nEvent: VJ Day\nUSSR +1 in South Korea [1][1]\n\n	Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\nEvent: VE Day\n\nEvent: VJ Day\nUSSR +1 in South Korea [1][1]\n\n
Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\nEvent: VE Day\n\nEvent: VJ Day\nUSSR +1 in South Korea [1][1]\n\nEvent: Chinese Civil War\n\n	Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\nEvent: VE Day\n\nEvent: VJ Day\nUSSR +1 in South Korea [1][1]\n\nEvent: Chinese Civil War\n\n
Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\nEvent: VE Day\n\nEvent: VJ Day\nUSSR +1 in South Korea [1][1]\n\nEvent: Chinese Civil War\n\nEvent: Israel\nUS +1 in Israel [2][0]\nUS +1 in Lebanon [1][0]\nUS +1 in Jordan [1][0]\n\n	Player will play as USSR.\nAI Player will play as USA.\nScenario: Turn Zero\nEvent: 1945 UK Election\nUS -2 in UK [3][0]\n\nEvent: VE Day\n\nEvent: VJ Day\nUSSR +1 in South Korea [1][1]\n\nEvent: Chinese Civil War\n\nEvent: Israel\nUS +1 in Israel [2][0]\nUS +1 in Lebanon [1][0]\nUS +1 in Jordan [1][0]\n\n
ALDRICH AMES REMIX	앨드리치 에임스 리믹스*
BREZHNEV DOCTRINE	브레즈네프 독트린*
CAMP DAVID ACCORDS	캠프 데이비드 협정*
CENTRAL AMERICA SCORING	중앙아메리카 점수 계산
CUBAN MISSILE CRISIS	쿠바 미사일 위기*
CULTURAL REVOLUTION	문화 대혁명*
EAST EUROPEAN UNREST	동유럽 불안
GRAIN SALES TO SOVIETS	소련에 곡물 판매
HOW I LEARNED TO STOP WORRYING	걱정을 멈추는 법을 배운 방법*
IRAN-CONTRA SCANDAL	이란-콘트라 스캔들*
IRANIAN HOSTAGE CRISIS	이란 인질 위기*
JOHN PAUL II ELECTED POPE	요한 바오로 2세 교황 선출*
KITCHEN DEBATES	부엌 논쟁*
LATIN AMERICAN DEATH SQUADS	라틴아메리카 죽음의 분대
LATIN AMERICAN DEBT CRISIS	중남미 부채 위기
LIBERATION THEOLOGY	해방 신학
MARINE BARRACKS BOMBING	해병대 막사 폭격*
MUSLIM REVOLUTION	이슬람 혁명
NIXON PLAYS THE CHINA CARD	닉슨의 중국 카드*
ORTEGA ELECTED IN NICARAGUA	니카라과 오르테가 당선*
OUR MAN IN TEHRAN	테헤란의 우리 요원*
PANAMA CANAL RETURNED	파나마 운하 반환*
PERSHING II DEPLOYED	퍼싱 II 배치*
PORTUGUESE EMPIRE CRUMBLES	포르투갈 제국 붕괴*
PUPPET GOVERNMENTS	괴뢰 정부*
SADAT EXPELS SOVIETS	사다트의 소련 축출*
SALT NEGOTIATIONS	SALT 협상*
SHUTTLE DIPLOMACY	셔틀 외교
SOUTH AFRICAN UNREST	남아프리카 불안
SPECIAL RELATIONSHIP	특별한 관계
TRUMAN DOCTRINE	트루먼 독트린*
US/JAPAN MUTUAL DEFENSE PACT	미일 상호 방위 조약*
USSURI RIVER SKIRMISH	우수리강 충돌*
YURI AND SAMANTHA	유리와 사만다*
"ASK NOT WHAT YOUR COUNTRY CAN DO FOR YOU..."	"국가가 당신을 위해 무엇을 할 수 있는지 묻지 말라..."
"ONE SMALL STEP..."	"작은 한 걸음..."
"WE WILL BURY YOU"	"우리가 당신들을 묻어버리겠다"
"From Stettin in the	"슈테틴에서
Be the first player in a game to advance in the space race.	게임에서 최초로 우주경쟁을 전진한 플레이어가 되십시오.
Complete the tutorial.	튜토리얼을 완료하십시오.
Dominate a region.	한 지역을 지배하십시오.
Lose a game against the AI Player in final scoring.	AI 플레이어와의 게임에서 최종 점수로 패배하십시오.
Lose a game against the AI Player.	AI 플레이어와의 게임에서 패배하십시오.
Score 8 VP when Southeast Asia Scoring is played.	동남아시아 점수 계산 시 8 VP를 획득하십시오.
Win a game after reaching the end of the space race track.	우주경쟁 트랙 끝에 도달한 후 게임에서 승리하십시오.
Win a game against the AI Player.	AI 플레이어와의 게임에서 승리하십시오.
Win a game as the USA.	미국으로 게임에서 승리하십시오.
Win a game as the USSR.	소련으로 게임에서 승리하십시오.
Win a game by any means when your opponent has Domination in at least 4 regions.	상대방이 4개 이상의 지역에서 지배(Domination) 상태인 상황에서 어떤 방법으로든 승리하십시오.
Win a game by controlling Europe.	유럽을 지배하여 게임에서 승리하십시오.
Win a game by getting 20 VP before final scoring.	최종 점수 계산 전에 20 VP를 획득하여 승리하십시오.
Win a game in final scoring.	최종 점수 계산으로 게임에서 승리하십시오.
Win a game via Cuban Missile Crisis	쿠바 미사일 위기로 게임에서 승리하십시오.
Win a game with DEFCON 1.	데프콘 1로 게임에서 승리하십시오.
Win a game with Wargames.	워게임즈로 게임에서 승리하십시오.
Win an online game against an opponent with a rating at least 300 higher than yours.	자신보다 레이팅이 300 이상 높은 상대와의 온라인 게임에서 승리하십시오.
Win an online game.	온라인 게임에서 승리하십시오.
Win the game in the Early War.	초전에 게임에서 승리하십시오.
Alternate Space Race Track	대체 우주경쟁 트랙
Adjust the playback\nspeed of the cards\nand other effects.	카드 및 기타 효과의\n재생 속도를 조정합니다.
Adjust the resolution\nof your game.	게임의\n해상도를 조정합니다.
Toggle between full\nscreen or windowed mode.	전체화면과\n창 모드 사이를 전환합니다.
Filter Card Gallery to\nshow Collector Edition.	카드 갤러리를 수집가판으로\n필터링합니다.
Filter Card Gallery\nto show U.S.A. cards.	카드 갤러리를 미국 카드로\n필터링합니다.
Recover a forgotten\npassword using email.	이메일로 잊어버린\n비밀번호를 복구합니다.
Leonid Brezhnev	레오니트 브레즈네프
Opp Player Name	상대방 플레이어
Result Preview:	결과 미리보기:
Zoom to Middle East	중동으로 확대
Version 1.2.3.400	Version 1.2.3.400
Ananda Gupta\nJason Matthews	Ananda Gupta\nJason Matthews
Gene Billingsley	Gene Billingsley
Card Type - Classic	카드 유형 - 클래식
Collector's Edition Card Art	수집가판 카드 아트
Turn Zero Scenario	턴 제로 시나리오
Turn Zero & Promo Cards	턴 제로 & 프로모 카드
Promo Pack One (4 Cards)	프로모 팩 1 (카드 4장)
Promo Pack Two (4 Cards)	프로모 팩 2 (카드 4장)
Kickstarter Rewards	킥스타터 보상
Includes the Turn Zero Expansion, two sets of Promo Cards, and an Alternate version of the Space Race Track	턴 제로 확장판, 프로모 카드 2세트, 대체 우주경쟁 트랙 포함
Algeria	알제리
Angola	앙골라
Australia	오스트레일리아
Austria	오스트리아
Bolivia	볼리비아
Botswana	보츠와나
Bulgaria	불가리아
Cameroon	카메룬
Chile	칠레
China	중국
Colombia	콜롬비아
Denmark	덴마크
El Salvador	엘살바도르
Ethiopia	에티오피아
Finland	핀란드
France	프랑스
Ghana	가나
Greece	그리스
Gulf States	걸프 국가들
Haiti	아이티
Honduras	온두라스
India	인도
Indonesia	인도네시아
Iran	이란
Iraq	이라크
Israel	이스라엘
Ivory Coast	코트디부아르
Jamaica	자메이카
Jordan	요르단
Kenya	케냐
Lebanon	레바논
Libya	리비아
Mexico	멕시코
Nicaragua	니카라과
North Korea	북한
Norway	노르웨이
Pakistan	파키스탄
Peru	페루
Philippines	필리핀
Portugal	포르투갈
Romania	루마니아
Saudi Arabia	사우디아라비아
Somalia	소말리아
South Korea	한국
Spain	스페인
Sudan	수단
Sweden	스웨덴
Syria	시리아
Thailand	태국
Turkey	튀르키예
Uganda	우간다
Uruguay	우루과이
Venezuela	베네수엘라
Vietnam	베트남
W. Germany	서독
West Germany	서독
Zaire	자이르
Zimbabwe	짐바브웨
Europe	유럽
Eastern Europe	동유럽
Western Europe	서유럽
Middle East	중동
Mideast	중동
USA	미국
Zoom to Africa	아프리카로 확대
Zoom to Asia	아시아로 확대
Zoom to Europe	유럽으로 확대
Early War	초기 전쟁
Mid War	중기 전쟁
Late War	후기 전쟁
Domination	지배
Presence	진출
Control	지배
Country	국가
Event	이벤트
Setup	셋업
Round	라운드
Rulebook	규칙서
Credits	크레딧
Done	완료
Close	닫기
Cancel	취소
Continue	계속
Login	로그인
Profile	프로필
Chat	채팅
Pause	일시정지
Diplomacy	외교
Variant	변형
Variants	변형
Sequence	순서
Intro	소개
Slow	느리게
Medium	보통
Fast	빠르게
Sample Card	샘플 카드
Dummy Card	더미 카드
Half Card	절반 카드
Card Examples	카드 예시
Crisis Card	위기 카드
Facedown	뒤집기
War Cards:	전쟁 카드:
War Events:	전쟁 이벤트:
Setup Summary:	셋업 요약:
Result Summary	결과 요약
Roll:	주사위:
Removed:	제거됨:
Change:	변경:
Defcon Change	데프콘 변경
Cards:	카드:
North Sea	북해
Warsaw Pact	바르샤바 조약
Camp David	캠프 데이비드
Create Game	게임 생성
Start Game	게임 시작
Exit Game	게임 종료
Play Off	오프라인
Play On	온라인
The Game Map	게임 지도
6 Rounds Remaining	6 라운드 남음
1 Score Card currently in Hand	현재 점수 카드 1장 보유 중
TURN 1	1턴
Turn 1, US AR1	1턴, 미국 AR1
Turn 1, USSR AR1	1턴, 소련 AR1
 (1947) A term coined by diplomat and Sovietologist, George Kennan, it came to form the cornerstone of US policy toward the Soviet Union during the early Cold War. It found early application in the Truman Doctrine and sought to “contain” Communism to those areas where it already existed.	 (1947) 외교관이자 소련 전문가인 조지 케넌이 만들어낸 이 용어는 초기 냉전 시기 소련에 대한 미국 정책의 초석을 이루게 되었다. 트루먼 독트린에서 초기 적용 사례를 찾을 수 있으며, 공산주의를 이미 존재하는 지역 안에 "봉쇄"하고자 하였다.
